,AD,Compul,SW,subjIDs
0,-0.33079398254017045,-0.21823819153656032,0.09250170370270894,1
1,1.1997871876992767,0.8511904851115468,0.6719849327013894,2
2,-1.3533843610423428,-0.6285968203526273,-0.5691825317581142,3
3,-0.7444888127688647,-0.5796535597983693,-1.1083800585707442,4
4,0.6955069494101878,0.28236256855690267,0.598179880440818,5
5,0.388036696743733,0.6934581269227587,0.7094048243982523,6
6,0.3235140423383891,-0.39599968627979476,-1.2714105533270752,7
7,-0.9024852934448424,-0.6817244698688976,-0.6697769795307248,8
8,-0.5990420118726054,0.6502077090226015,-0.05813807632016621,9
9,-0.726912798236723,-0.35051415538481256,-0.42152924474980413,10
10,-0.6985878539427954,0.0942672388310053,-1.1535120238156589,11
11,0.28588359079586834,-0.37808226718459537,-0.4307678366028662,12
12,-1.1802615513948638,-0.2660179217307501,-0.02473341171923349,13
13,0.19014075348908,0.003147356674167545,0.598474446718045,14
14,-0.7471265090864818,-0.47300556576317443,-0.20099241489793296,15
15,-0.8831254754207465,-0.6305662171340302,-0.9135544485533839,16
16,-0.8627708350737886,0.25067207826431703,-0.3706632682488763,17
17,0.12382094215207573,-0.28056465582197054,-0.20245633727237355,18
18,-0.8156404127706516,0.340596376975826,0.26638188081689895,19
19,-0.6363733894333898,-0.08783059192072384,0.2241262368025254,20
20,-0.9399478780361978,-0.6980765101441254,-0.45688813367395276,21
21,0.16578233105253526,0.5011075252879049,0.1985579241414408,22
22,-0.7121495129468651,0.10587723490775902,0.4030329503551262,23
23,-0.7074582938108203,-0.4323126118295473,-0.8757686420569168,24
24,-1.2554554895443673,-0.545136947732473,-1.3280142488651179,25
25,-0.40436699956346556,-0.17431991136265146,0.5340611825453272,26
26,0.2637795128262739,-0.609404800532238,-0.4490143365967165,27
27,1.674810896477707,1.6629197035461192,1.1071311352951743,28
28,-0.4662326773817964,-0.7641192631863919,-0.09363908844182611,29
29,-0.6780940154468862,0.034476005108648566,-0.6146218953693511,30
30,1.02669215986097,-0.6080629990283908,-0.0742477729602935,31
31,1.0052039232638954,0.9517229582570734,1.4329560353617905,32
32,0.3453203797867537,0.27803471499159027,0.2821791482953129,33
33,0.15120381480662282,0.27259553237667844,-0.3319782899483035,34
34,-0.3066761859266065,-0.2531582614170369,-0.02611702113717418,35
35,-0.39165187227158516,-0.10737784057196409,0.18467214014729572,36
36,0.627752032866058,0.3362973593443379,1.4317405542873576,37
37,1.6096009396182946,0.29420483665909125,-0.4936143776183999,38
38,0.40529448974303106,-0.34527052092815236,-0.0684427946979913,39
39,0.15810701573474129,0.4332352881585735,0.692205427219198,40
40,1.0947984669894786,1.6676670318677833,1.7466744463867607,41
41,1.3426521649027947,-0.15997569830500868,0.32375206522109745,42
42,1.1953150076620185,0.25903738158422773,1.4740467793013414,43
43,-0.2674857901039065,-0.03227613387248418,0.11587393025152193,44
44,0.7036109731426308,-0.4293339809851844,-0.17043065682562553,45
45,0.7062500435464778,0.5150757975336777,0.45129718411850894,46
46,1.7939937607759866,0.30995970407841744,-0.02990939705204876,47
47,-0.21022958016920512,-0.6090559976281138,-0.48818338295431696,48
48,-0.9788579864246787,0.16748667405153927,0.0694786257527471,49
49,1.0800002076633777,-0.3439437993201502,-0.46533226051671595,50
50,-0.9985517052526036,0.14808930942616594,-0.12826563607569197,51
51,-0.8084627505978343,-0.5690639448458367,-0.8581291640914701,52
52,0.2812534461190581,-0.12411233821177015,-0.3378239126717304,53
53,-1.147065710565732,-0.6627146043665079,-0.5881813280280472,54
54,-0.29295226957196974,0.41816822998866376,0.1969932965469139,55
55,-0.4147731042605316,-0.09025146656901906,-0.5365200301276837,56
56,-1.2898147791332393,-0.5415172641872279,-0.4969901649332549,57
57,1.0826657763174268,0.9233697539986805,1.078955009251375,58
58,-0.25413846442215515,-0.5562226794736645,0.5381496741414593,59
59,0.5945332791308742,-0.16451172682478665,-0.5744036216234603,60
60,0.0026322008386929774,-0.061710089565916615,-0.13999772398223076,61
61,-0.44988036210929194,-0.5601399971960845,0.44501320515858467,62
62,-1.3189689765076302,-0.8015399532099454,-0.7426370696690856,63
63,-0.32717658873486677,-0.5545614426504328,0.3014289055825252,64
